time_s,time_min,falla_prop_inyectada,falla_remi_inyectada,BIS,BIS_ref,BIS_desde_Ce_real,BIS_desde_Ce_bis,BIS_mas,BIS_menos,age_patient,error,Ce_remi_pred,Ce_remi_corr,Ce_remi_prom,Ce_prop,Ce_remi,Ce_bis,Ce_prop_obs,Ce_remi_obs,Ce_bis_menos,Ce_bis_mas,Ce_bis_inv,Ce_prop_menos,Ce_prop_mas,Ce_remi_menos,Ce_remi_mas,r_prop_sup,r_prop_inf,r_remi_sup,r_remi_inf,fallo_prop,fallo_remi,u_prop_app,u_remi_app,u_prop_cmd,u_remi_cmd
0,0.0,False,False,93.0,50.0,95.9,93.0,93.0,92.99859384556382,74.0,43.0,0.0,0.0,0.06,0.0,0.0,0.0,9.185896487906575e-12,0.0,-0.06003361123466673,0.004932777515969128,7.321432349272073e-12,-0.06003361123466673,0.004932777515969128,-0.06003994062621891,0.00492011874756218,0.004932777506783231,-0.060033611243852626,0.00492011874756218,-0.06003994062621891,False,False,0.0,0.0,0.2551333333333333,0.5102666666666666
5,0.08333333333333333,False,False,92.99999753423452,50.0,95.89999913737539,92.99980498419792,92.98957378712385,92.77196230985682,74.0,42.999997534234524,0.012446046699815878,0.012570507166814036,-0.027559910939328365,0.00024190489007464594,0.0012446781652216375,0.0,9.185896487906575e-12,0.012570507166814036,0.009514188844920862,0.06782257323913574,7.321432349272073e-12,0.009514188844920862,0.06782257323913574,0.02900274161683579,0.08718139935055817,0.06782257322994983,0.009514188835734965,0.07461089218374414,0.016432234450021753,False,False,0.0758574075742409,0.10930616666666666,0.2565665100083667,0.5131330200167334
10,0.16666666666666666,False,False,92.9995564480124,50.0,95.89970939526847,92.99853114075398,92.9998303500323,92.92138425856206,74.0,42.9995564480124,0.036224993875740866,0.03658724381449827,0.05809207048369698,0.003099155508521466,0.019416726972653654,0.0,9.185896487906575e-12,0.03658724381449827,-0.03548861361787346,0.02989600613004091,7.321432349272073e-12,-0.03548861361787346,0.02989600613004091,0.011677064557994008,0.07661832152791154,0.029896006120855016,-0.03548861362705936,0.040031077713413264,-0.024910179256504267,False,False,0.7485596464289461,1.388652378767202,0.2579719616096203,0.5159439232192407
15,0.25,False,False,92.99515333157849,50.0,95.89565930464782,92.99485514935708,92.99386847952121,92.74491141730005,74.0,42.99515333157849,0.0703162678491512,0.0710194305276427,0.044147693042952775,0.010596294039670382,0.06755767546495055,0.0001186333832354611,9.185896487906575e-12,0.0710194305276427,-0.007218505227725727,0.05635941503273379,9.549987767059065e-05,-0.007218505227725727,0.05635941503273379,0.07792820212161572,0.14098047875278058,0.056359415023547896,-0.007218505236911624,0.06996104822513788,0.006908771593973018,False,False,0.7550745630645235,1.4047010894096523,0.25915094206018097,0.5183018841203619
20,0.3333333333333333,False,False,92.97410304608887,50.0,95.87751974886612,92.9736115558659,92.98889711798122,92.7338789898822,74.0,42.97410304608887,0.11377443564339436,0.1149121799998283,0.10945434043719815,0.022558894243938768,0.14356545811844515,0.0022279028286419193,0.005206431583519589,0.1149121799998283,-0.017523309811656014,0.0498404145227144,0.001793461780243888,-0.017523309811656014,0.0498404145227144,0.10669517842573727,0.17318405646049823,0.04463398293919481,-0.022729741395175602,0.05827187646066992,-0.00821700157409104,False,False,0.7564852888167377,1.4139877361549607,0.2595003385397192,0.5190006770794384
25,0.4166666666666667,False,False,92.91115562808957,50.0,95.82752890584557,92.90947064177297,92.9514934091557,92.47935778766023,74.0,42.911155628089574,0.1656936156969959,0.16735055185396586,0.13993961744311775,0.03879691036877071,0.24492666316451123,0.007256180457401649,0.0159843963451749,0.16735055185396586,0.005767092509363497,0.07325379222301182,0.005841225271024087,0.005767092509363497,0.07325379222301182,0.1726987365832145,0.23916232820055217,0.057269395877836915,-0.010217303835811403,0.07181177634658631,0.0053481847292486395,False,False,0.7560686776732559,1.382014692776167,0.25814604579523576,0.5162920915904715
30,0.5,False,False,92.76904720141702,50.0,95.72119710573403,92.76467387059337,92.85724126438298,92.2425483505692,74.0,42.769047201417024,0.22516198007193283,0.22741359987265217,0.20593053239188333,0.05912611799930551,0.3693475625102727,0.015729206214596836,0.03365327752208032,0.22741359987265217,0.018578518223123522,0.08845073134044558,0.012662011003749286,0.018578518223123522,0.08845073134044558,0.22743879115281795,0.29595314457935523,0.05479745381836526,-0.015074759298956797,0.06853954470670306,2.51912801657872e-05,False,False,0.7570918924291165,1.3947575138232566,0.25417356688500226,0.5083471337700045
35,0.5833333333333334,False,False,92.50168319101515,50.0,95.52806342661901,92.49227475416893,92.55291971954388,91.73747757142979,74.0,42.50168319101515,0.29121857328157025,0.29413075901438596,0.2616959678660866,0.08336746910901421,0.5151738930038096,0.027857680807172214,0.05917668322499594,0.29413075901438596,0.050658432012595456,0.12139293834444279,0.022425433049511414,0.050658432012595456,0.12139293834444279,0.2998762279003967,0.3690395850338886,0.062216255119446846,-0.008518251212400484,0.07490882601950266,0.005745468886010741,False,False,0.7561925416381046,1.4065749749841596,0.24679812037385582,0.49359624074771163
40,0.6666666666666666,False,False,92.05880449055209,50.0,95.2136274417444,92.04112099071152,92.12765097965736,91.1048976598588,74.0,42.05880449055209,0.3628205692367345,0.36644877492910183,0.3344579064671427,0.11133656770532795,0.6804824138307722,0.04369238306471972,0.09291811240354945,0.36644877492910183,0.08354974515899863,0.15604890412114583,0.035172368370831465,0.08354974515899863,0.15604890412114583,0.3700890598633796,0.4406950188267446,0.06313079171759638,-0.009368367244550826,0.07424624389764278,0.00364028493427776,False,False,0.7534407630554582,1.386376463761036,0.235477450043285,0.47095490008657
45,0.75,False,False,91.39097763251533,50.0,94.74190068749321,91.36097017095013,91.41572312218251,90.15742048971175,74.0,41.39097763251533,0.4388255184906742,0.44321377367558096,0.40539203934506207,0.14284699375995538,0.863081253545863,0.06320069030076436,0.13483400441591584,0.44321377367558096,0.128986571312401,0.20260524607356767,0.05087655569273011,0.128986571312401,0.20260524607356767,0.44875452890686646,0.5202213475361602,0.06777124165765183,-0.005847433103514849,0.07700757386057927,0.005540755231285499,False,False,0.7497229233083613,1.3624630727617406,0.21995995695903978,0.43991991391807955
