time_s,time_min,falla_prop_inyectada,falla_remi_inyectada,BIS,BIS_ref,BIS_desde_Ce_real,BIS_desde_Ce_bis,BIS_mas,BIS_menos,age_patient,error,Ce_remi_pred,Ce_remi_corr,Ce_remi_prom,Ce_prop,Ce_remi,Ce_bis,Ce_prop_obs,Ce_remi_obs,Ce_bis_menos,Ce_bis_mas,Ce_bis_inv,Ce_prop_menos,Ce_prop_mas,Ce_remi_menos,Ce_remi_mas,r_prop_sup,r_prop_inf,r_remi_sup,r_remi_inf,fallo_prop,fallo_remi,u_prop_app,u_remi_app,u_prop_cmd,u_remi_cmd
0,0.0,False,False,93.0,50.0,95.9,93.0,93.0,92.99859384556382,74.0,43.0,0.0,0.0,0.06,0.0,0.0,0.0,9.185896487906575e-12,0.0,-0.06003361123466673,0.004932777515969128,7.321432349272073e-12,-0.06003361123466673,0.004932777515969128,-0.06003994062621891,0.00492011874756218,0.004932777506783231,-0.060033611243852626,0.00492011874756218,-0.06003994062621891,False,False,0.0,0.0,0.36747083333333336,0.36747083333333336
5,0.08333333333333333,False,False,92.99997561153405,50.0,95.89998277948906,92.99989514123133,92.99113922778136,92.78002675987622,74.0,42.999975611534055,0.008963076468160944,0.009052707232842554,-0.027559910939328365,0.001171843256785962,0.004184420116026997,0.0,9.185896487906575e-12,0.009052707232842554,0.00968568023114838,0.06799406462536325,7.321432349272073e-12,0.00968568023114838,0.06799406462536325,0.023203158345382086,0.08138181607910443,0.06799406461617735,0.009685680221962483,0.07232910884626187,0.014150451112539531,False,False,0.36747083333333336,0.36747083333333336,0.36943970227735345,0.36943970227735345
10,0.16666666666666666,False,False,92.99968048840319,50.0,95.89966102376637,92.99921033170276,93.0,92.93108941244915,74.0,42.999680488403186,0.02608526648335851,0.026346119148192095,0.052292487212243256,0.0046274182729115635,0.01632304451400485,0.0,9.185896487906575e-12,0.026346119148192095,-0.035086682720648577,0.030297937027265784,7.321432349272073e-12,-0.035086682720648577,0.030297937027265784,-0.001555753792124498,0.06338550317779307,0.03029793701807989,-0.03508668272983447,0.03703938402960097,-0.027901872940316593,False,False,0.36943970227735345,0.36943970227735345,0.3713885195239184,0.3713885195239184
15,0.25,False,False,92.99784055563966,50.0,95.89809531289232,92.99723446568261,92.99697290794848,92.77676515824875,74.0,42.997840555639655,0.05062997964723593,0.05113627944370829,0.030914874692834285,0.010281041653868169,0.03582734940771826,0.0008613295864063819,9.185896487906575e-12,0.05113627944370829,-0.006641749427235853,0.05693617083322366,0.0006933703129561764,-0.006641749427235853,0.05693617083322366,0.05364078905371583,0.11669306568488066,0.05693617082403776,-0.00664174943642175,0.06555678624117237,0.0025045096100075395,False,False,0.3713885195239184,0.3713885195239184,0.3732323881606768,0.3732323881606768
20,0.3333333333333333,False,False,92.99115405627256,50.0,95.89359389098884,92.99098614049181,92.9950725328196,92.808794918576,74.0,42.99115405627256,0.08192029097304858,0.08273949388277907,0.08516692736929825,0.01804970696234658,0.062145245967096925,0.0031576152796298877,0.0012162717878709372,0.08273949388277907,-0.023131886624798474,0.04423183770957195,0.0025418802957119626,-0.023131886624798474,0.04423183770957195,0.06941551126115941,0.13590438929592044,0.04301556592170101,-0.02434815841266941,0.05316489541314137,-0.013323982621619657,False,False,0.3732323881606768,0.3732323881606768,0.37479702801484593,0.37479702801484593
25,0.4166666666666667,False,False,92.97432271557554,50.0,95.88373562048544,92.97383539325251,92.98616203674719,92.65726491344405,74.0,42.97432271557554,0.11932972186795718,0.12052301908663675,0.10265995027853993,0.027852170267375156,0.0947559350246721,0.007132588752325711,0.004562027882548137,0.12052301908663675,-0.007494081868897294,0.05999261784475102,0.005741733946115346,-0.007494081868897294,0.05999261784475102,0.11988168762300853,0.18634527924034616,0.05543058996220288,-0.01205610975144543,0.06582226015370941,-0.0006413314636282141,False,False,0.37479702801484593,0.37479702801484593,0.37589318950096334,0.37589318950096334
30,0.5,False,False,92.94050850791689,50.0,95.86543823428273,92.93937985316647,92.97683649609,92.59380848787383,74.0,42.94050850791689,0.16227347533046813,0.1638962100837728,0.15311348343167736,0.03960774525467506,0.1331639644893799,0.012903319486271037,0.009615340299478702,0.1638962100837728,-0.00970134003728131,0.060170873080040765,0.0103871721849373,-0.00970134003728131,0.060170873080040765,0.1574536226908354,0.2259679761173728,0.05055553278056206,-0.01931668033676001,0.062071766033599984,-0.0064425873929374045,False,False,0.37589318950096334,0.37589318950096334,0.3763511089545739,0.3763511089545739
35,0.5833333333333334,False,False,92.88184680921319,50.0,95.83505349152664,92.87960668396724,92.95035621101404,92.4036785255282,74.0,42.88184680921319,0.21020093140011498,0.21230294071411612,0.1917107994041041,0.0532351644992447,0.17689377620890742,0.020504978817932777,0.016445265301535984,0.21230294071411612,0.002325264241466521,0.07305977057331382,0.016506507942858663,0.002325264241466521,0.07305977057331382,0.21118704102096827,0.28035039815446,0.05661450527177784,-0.014120001060069463,0.06804745744034388,-0.0011158996931478482,False,False,0.3763511089545739,0.3763511089545739,0.3760288831391043,0.3760288831391043
40,0.6666666666666666,False,False,92.78984681318693,50.0,95.78848181503153,92.78586643547418,92.89708927863943,92.23491576023666,74.0,42.78984681318693,0.2625894957005777,0.2652153906575835,0.24576871958771412,0.06865163945783594,0.2254851878814816,0.029930694867185248,0.025083370883385213,0.2652153906575835,0.00811905085225562,0.08061820981440285,0.024094209365239296,0.00811905085225562,0.08061820981440285,0.2619512851841939,0.3325572441475591,0.055534838931017634,-0.016964320031129593,0.06734185348997562,-0.003264105473389567,False,False,0.3760288831391043,0.3760288831391043,0.37480772707792803,0.37480772707792803
45,0.75,False,False,92.65574270978695,50.0,95.7213025129277,92.64923195344366,92.76946148815837,91.96479805098926,74.0,42.65574270978695,0.3189395639567275,0.3221289595962948,0.2972542646658765,0.08577212218656888,0.2784897811146285,0.041150546977252275,0.03553572504615658,0.3221289595962948,0.02078091321771134,0.094399587978878,0.03312619031607938,0.02078091321771134,0.094399587978878,0.32097686762928607,0.3924436862585798,0.05886386293272142,-0.014754811828445243,0.070314726662285,-0.001152091967008717,False,False,0.37480772707792803,0.37480772707792803,0.3725914013423191,0.3725914013423191
50,0.8333333333333334,False,False,92.47082804077591,50.0,95.62891675931601,92.46084044088872,92.61574080684541,91.67053826054793,74.0,42.47082804077591,0.37877048831166577,0.3825581931947824,0.3567102769439329,0.10450874364917458,0.335468069906836,0.054120403752881824,0.047789512692634165,0.3825581931947824,0.03191197060236354,0.10699831353131103,0.04356692502383339,0.03191197060236354,0.10699831353131103,0.3804181222492777,0.45303532977395683,0.05920880083867687,-0.015877542090270626,0.07047713657917443,-0.002140070945504724,False,False,0.3725914013423191,0.3725914013423191,0.36930784555026464,0.36930784555026464
