time_s,time_min,falla_prop_inyectada,falla_remi_inyectada,BIS,BIS_ref,BIS_desde_Ce_real,BIS_desde_Ce_bis,BIS_mas,BIS_menos,age_patient,error,Ce_remi_pred,Ce_remi_corr,Ce_remi_prom,Ce_prop,Ce_remi,Ce_bis,Ce_prop_obs,Ce_remi_obs,Ce_bis_menos,Ce_bis_mas,Ce_bis_inv,Ce_prop_menos,Ce_prop_mas,Ce_remi_menos,Ce_remi_mas,r_prop_sup,r_prop_inf,r_remi_sup,r_remi_inf,fallo_prop,fallo_remi,u_prop_app,u_remi_app,u_prop_cmd,u_remi_cmd
0,0.0,False,False,93.0,50.0,96.2,93.0,93.0,93.0,74.0,43.0,0.0,0.0,0.06,0.0,0.0,0.0,9.094947017729282e-12,0.0,-0.0009342210693780622,-0.0021798491758912766,7.321432349272073e-12,-0.0009342210693780622,-0.0021798491758912766,-0.0007838327382865776,-0.002351498214859731,-0.0021798491849862236,-0.0009342210784730092,-0.002351498214859731,-0.0007838327382865776,False,False,0.0,0.0,6.043972499999999,12.087944999999998
5,0.08333333333333333,False,False,92.9820329973238,50.0,96.10743194234371,92.92279960578185,92.82980526567486,92.82510313707301,74.0,42.9820329973238,0.29484020376562414,0.29778860580328037,-0.0015676654765731544,0.01927387911056376,0.13764640790836807,0.0,9.094947017729282e-12,0.29778860580328037,0.009685789884543352,0.010270359646972437,7.321432349272073e-12,0.009685789884543352,0.010270359646972437,0.3512886916778913,0.35186500993700126,0.01027035963787749,0.009685789875448405,0.05407640413372089,0.053500085874610914,False,False,6.043972499999999,12.087944999999998,0.36791960302133986,0.7358392060426797
10,0.16666666666666666,False,False,92.85717671042218,50.0,95.50984789800108,92.72363386723467,92.50986677759772,92.50702885963655,74.0,42.85717671042218,0.5796023880389035,0.5853984119192925,0.3515768508074463,0.057905539168809854,0.4069413492768468,0.0005272052246289467,9.094947017729282e-12,0.5853984119192925,0.015196238342972299,0.015410809242275914,0.0004244002023824578,0.015196238342972299,0.015410809242275914,0.6342550094777399,0.634474573775037,0.015410809233180967,0.015196238333877352,0.04907616185574448,0.0488565975584474,False,False,0.36791960302133986,0.7358392060426797,0.3552132267257703,0.7104264534515407
15,0.25,False,False,92.4727209211322,50.0,94.45980138125631,92.4194923616304,92.17509766675703,92.17038875120821,74.0,42.47272092113219,0.8543431173460283,0.8628865485194885,0.6343647916263885,0.09716799083833001,0.6710799308490847,0.014667814453724837,0.0005272052203508792,0.8628865485194885,0.013736385645058843,0.014015758258538236,0.011807590638227339,0.013736385645058843,0.014015758258538236,0.9026731960627115,0.90293518650699,0.013488553038187356,0.013209180424707964,0.04004863798750147,0.03978664754322292,False,False,0.3552132267257703,0.7104264534515407,0.32012039965450584,0.6402407993090117
20,0.3333333333333333,False,False,91.71308284729794,50.0,93.03881391470891,91.69280025878527,91.32260900868489,91.31672325726983,74.0,41.71308284729794,1.1180311358695514,1.1292114472282468,0.9028041912848508,0.13687230066426503,0.9290964046515493,0.038562330718174886,0.020027854743602802,1.1292114472282468,0.035558354165633674,0.035817419806416416,0.031042676221704826,0.035558354165633674,0.035817419806416416,1.1606926307997976,1.1609344029491941,0.015789565062813614,0.015530499422030872,0.0317229557209473,0.03148118357155072,False,False,0.32012039965450584,0.6402407993090117,0.2665379167307912,0.5330758334615824
25,0.4166666666666667,False,False,90.56121308714083,50.0,91.32861242419307,90.52805316539924,90.10148887498997,90.09433681788884,74.0,40.56121308714083,1.3688408117752215,1.3825292198929737,1.1608135168744957,0.17670809862421377,1.1791896169074187,0.0682406979635484,0.0487132293801551,1.3825292198929737,0.06344980012449587,0.06370553323535497,0.05493376185445414,0.06344980012449587,0.06370553323535497,1.4054787629372723,1.405711147977666,0.014992303855199868,0.014736570744340774,0.023181928084692327,0.022949543044298526,False,False,0.2665379167307912,0.5330758334615824,0.207304710927349,0.414609421854698
30,0.5,False,False,89.06247456015042,50.0,89.41499119800667,89.01434112303072,88.58316225114768,88.57510753773337,74.0,39.06247456015042,1.604854946978402,1.6209034964481859,1.4055949554574692,0.21630202613972493,1.419168874004047,0.10123686995259437,0.08108606300993415,1.6209034964481859,0.09435296959627022,0.09460235568478455,0.08149568030999035,0.09435296959627022,0.09460235568478455,1.6352501063305303,1.635472178499464,0.013516292674850397,0.013266906586336072,0.014568682051278037,0.014346609882344374,False,False,0.207304710927349,0.414609421854698,0.1510248485131441,0.3020496970262882
35,0.5833333333333334,False,False,87.2884579282704,50.0,87.38178088301697,87.2241642651876,86.83064369089907,86.82193909185906,74.0,37.288457928270404,1.8244949523716802,1.8427399018953972,1.6353611424149972,0.25528833347709756,1.646967521178439,0.1361286404598579,0.11585154848035017,1.8427399018953972,0.12736895532920897,0.12761286386422044,0.10958355556363131,0.12736895532920897,0.12761286386422044,1.8484972251162188,1.8487098772830506,0.011761315383870263,0.011517406848858797,0.005969975387653426,0.005757323220821675,False,False,0.1510248485131441,0.3020496970262882,0.10175308362761126,0.20350616725522253
40,0.6666666666666666,False,False,85.31875175495489,50.0,85.30409581951834,85.23798481451641,84.91716919628372,84.90805769888814,74.0,35.31875175495489,2.026688293238129,2.0469551761705103,1.8486035511996346,0.29334864339810535,1.8609187959880629,0.17202856690236354,0.15216017055536213,2.0469551761705103,0.16171521083950252,0.16195374101939128,0.13848299634996694,0.16171521083950252,0.16195374101939128,2.0442740768137275,2.044477862418699,0.00979357046402915,0.009555040284140393,-0.002477313751811039,-0.0026810993567827346,False,False,0.10175308362761126,0.20350616725522253,0.061210389910853424,0.12242077982170685
45,0.75,False,False,83.23103137755598,50.0,83.2439469890271,83.13421276757421,82.91126314481696,82.901943509651,74.0,33.23103137755598,2.2109058470826803,2.233014905553507,2.0443759696162136,0.33022825911029385,2.0598556465957407,0.20831650039275135,0.18938043754133105,2.233014905553507,0.19684375323127498,0.19707714021734668,0.16769478280925798,0.19684375323127498,0.19707714021734668,2.22217624642008,2.222371726463152,0.007696702676015632,0.0074633156899439335,-0.010643179090354948,-0.010838659133427075,False,False,0.061210389910853424,0.12242077982170685,0.029797676068164136,0.05959535213632827
